periodo;codigo_serie;perfil;cliente_id;periodo_ponderacion;ponderador_mes;yhat_cliente;li_cliente;ls_cliente;submodelo;version_param;clasificacion_serie;nivel_agregacion;precio_base;precio_ajustado;monto_yhat;monto_li;monto_ls;months_diff
2026-09;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;DRO;EURO PHARMA;2025-09;1,0;3567;0;7134;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-10;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;DRO;13175;2025-10;0,8;2854;0;5707;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;DRO;7671;2025-10;0,2;713;0;1427;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-11;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;DRO;12627;2025-11;1,0;3567;0;7134;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-12;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;DRO;EURO PHARMA;2025-12;1,0;3567;0;7134;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-05;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;IPR;106920;2025-05;1,0;405;0;810;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-08;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;IPR;10056;2025-08;0,666667;270;0;540;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-08;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;IPR;CEMIC;2025-08;0,333333;135;0;270;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;IPR;HOSPITAL GALENO;2025-09;1,0;405;0;810;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-10;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;IPR;HOSPITAL GALENO;2025-10;1,0;405;0;810;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-12;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;IPR;HOSPITAL GALENO;2025-12;1,0;405;0;810;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-01;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-01;1,0;2073;1041;3105;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-02;1,0;2054;991;3117;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;ASE-MEDIFE;2025-03;0,059701;122;56;187;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-03;0,940299;1916;888;2945;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;ASE-MEDIFE;2025-04;0,162162;328;146;511;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-04;0,837838;1697;754;2639;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-05;1,0;2013;857;3169;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-06;1,0;2003;816;3190;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-07;1,0;1995;777;3213;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-08;1,0;1988;739;3237;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-09;0,955556;1893;670;3116;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;O.S.GASTRONOMICO;2025-09;0,044444;88;31;145;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-10;1,0;1976;665;3287;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-11;0,9375;1849;592;3106;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-11;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;O.S.GASTRONOMICO;2025-11;0,0625;123;39;207;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSP;GASTRONOMICOS;2025-12;1,0;1968;596;3340;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-01;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-01;1,0;4023;1170;6876;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-02;1,0;3994;1055;6933;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-03;1,0;3970;945;6995;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-04;1,0;3949;839;7059;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-05;1,0;3932;736;7128;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-06;1,0;3917;636;7198;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-07;1,0;3904;537;7271;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-08;1,0;3893;440;7346;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-09;1,0;3884;346;7422;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-10;1,0;3876;252;7500;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-11;1,0;3870;161;7579;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;PAÑAL ADULTO C/GEL GRANDE ANATOMICO;OSU;FERROVIARIA;2025-12;1,0;3864;69;7659;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-01;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;13129;2025-01;1,0;5398;0;10796;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;12627;2025-02;0,1;511;0;1022;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7987;2025-02;0,6;3066;0;6132;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;SN DROGUERIA;2025-02;0,3;1533;0;3066;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;12627;2025-03;0,006154;30;0;60;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;30166;2025-03;0,307692;1497;0;2994;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7698;2025-03;0,676923;3293;0;6586;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;EURO PHARMA;2025-03;0,009231;45;0;90;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;13199;2025-04;0,769231;3582;0;7163;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7600;2025-04;0,153846;716;0;1433;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;EURO PHARMA;2025-04;0,076923;358;0;716;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;12627;2025-05;0,000944;4;0;8;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;13199;2025-05;0,377715;1692;0;3384;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;30166;2025-05;0,000944;4;0;8;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7600;2025-05;0,00661;30;0;59;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7698;2025-05;0,283286;1269;0;2538;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7987;2025-05;0,3305;1480;0;2961;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;12627;2025-06;0,090909;394;0;787;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7987;2025-06;0,909091;3935;0;7871;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;12627;2025-07;0,003968;17;0;33;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7600;2025-07;0,003968;17;0;33;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7698;2025-07;0,555556;2334;0;4668;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7987;2025-07;0,238095;1000;0;2000;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;SN DROGUERIA;2025-07;0,198413;834;0;1667;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;30166;2025-08;0,028302;116;0;232;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-08;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7698;2025-08;0,943396;3860;0;7721;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-08;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;7961;2025-08;0,028302;116;0;232;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;CATEDRAL (CORDOBA);2025-09;0,081633;326;0;653;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;CIENTIFICA;2025-09;0,612245;2448;0;4897;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;INSUMED;2025-09;0,306122;1224;0;2448;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-12;PAÑAL ADULTO C/GEL GRANDE BASICO;DRO;31251;2025-12;1,0;3797;0;7594;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-01;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;6693;2025-01;1,0;5996;0;11992;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-02;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;7011;2025-02;0,268293;1609;0;3217;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-02;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;GALENOR;2025-02;0,146341;877;0;1755;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-02;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;HOSPITALARIOS FECLIBA;2025-02;0,585366;3510;0;7020;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-04;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;6684;2025-04;0,069767;418;0;837;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-04;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;6761;2025-04;0,232558;1394;0;2789;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-04;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;6875;2025-04;0,697674;4183;0;8367;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-06;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;6711;2025-06;1,0;5996;0;11992;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-07;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;6875;2025-07;1,0;5996;0;11992;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-08;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;10735;2025-08;0,005236;31;0;63;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-08;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;MODELO DE QUILMES;2025-08;0,209424;1256;0;2511;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-08;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;MUTUAL ABRIL;2025-08;0,78534;4709;0;9418;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;8035;2025-09;1,0;5996;0;11992;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-12;PAÑAL ADULTO C/GEL GRANDE BASICO;IPR;8035;2025-12;1,0;5996;0;11992;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-02;PAÑAL ADULTO C/GEL GRANDE BASICO;IPU;HOSPITAL PROVINCIA SANTA FE;2025-02;0,343434;2344;0;4687;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-02;PAÑAL ADULTO C/GEL GRANDE BASICO;IPU;SI.PRO.SA;2025-02;0,656566;4480;0;8961;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-04;PAÑAL ADULTO C/GEL GRANDE BASICO;IPU;13565;2025-04;0,865385;5905;0;11811;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-04;PAÑAL ADULTO C/GEL GRANDE BASICO;IPU;HOSPITAL PROVINCIA SANTA FE;2025-04;0,134615;919;0;1837;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-08;PAÑAL ADULTO C/GEL GRANDE BASICO;IPU;7207;2025-08;1,0;6824;0;13648;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-10;PAÑAL ADULTO C/GEL GRANDE BASICO;IPU;SI.PRO.SA;2025-10;1,0;6824;0;13648;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-01;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;31251;2025-01;0,909091;425;0;849;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;CATEDRAL (CORDOBA);2025-01;0,090909;42;0;85;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;INSUMED;2025-02;1,0;467;0;934;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;EURO PHARMA;2025-03;1,0;468;0;936;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;EQUS;2025-04;1,0;468;0;936;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;GLM;2025-05;1,0;468;0;936;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;GLM;2025-06;1,0;468;0;936;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;12627;2025-07;1,0;469;0;938;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;GLM;2025-08;1,0;469;0;938;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-10;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;30166;2025-10;1,0;469;0;938;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;PAÑAL ADULTO C/GEL GRANDE CLASICO;DRO;30166;2025-11;1,0;469;0;938;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-01;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;HOSPITALARIOS FECLIBA;2025-01;1,0;502;0;1004;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;SWISS MEDICAL GROUP;2025-02;1,0;496;0;992;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-04;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;SWISS MEDICAL GROUP;2025-04;1,0;485;0;970;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;HOSPITAL GALENO;2025-05;0,1;48;0;96;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;SWISS MEDICAL GROUP;2025-05;0,9;433;0;866;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;SWISS MEDICAL GROUP;2025-06;1,0;478;0;956;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;HOSPITAL GALENO;2025-07;0,025;12;0;24;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;SWISS MEDICAL GROUP;2025-07;0,975;463;0;926;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;SWISS MEDICAL GROUP;2025-08;1,0;473;0;946;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;SWISS MEDICAL GROUP;2025-09;1,0;471;0;942;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;HOSPITAL GALENO;2025-10;0,486111;228;0;456;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;SWISS MEDICAL GROUP;2025-10;0,513889;241;0;482;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;SWISS MEDICAL GROUP;2025-11;1,0;467;0;934;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;PAÑAL ADULTO C/GEL GRANDE CLASICO;IPR;SWISS MEDICAL GROUP;2025-12;1,0;466;0;932;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-01;PAÑAL ADULTO C/GEL GRANDE CLASICO;OSU;FERROVIARIA;2025-01;1,0;0;0;0;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-04;PAÑAL ADULTO C/GEL GRANDE CLASICO;OSU;OBSBA;2025-04;1,0;0;0;0;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
